"","mT19_11.3.1","mT19_11.3.2","mT19_11.3.3","mT19_12.4.1","mT19_12.4.2","mT19_12.4.3","mT19_6.15.1","mT19_6.15.2","mT19_6.15.3","mT19_7.23.1","mT19_7.23.2","mT19_7.23.3","mT19_9.10.1","mT19_9.10.2","mT19_9.10.3","mT19_9.29.1","mT19_9.29.2","mT19_9.29.3"
"O53_698_O53_698",29.59,18.13,27.37,74.14,79.28,99.31,91.95,93.23,35.53,53.42,42.7,43.59,41.88,55.09,51.87,29.67,64.54,50.25
"O53_1079_O53_1079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5316_O53_5316",8.53,7.47,8.06,15.99,10.95,12.07,5.86,10.78,10.05,4.17,3.28,3.85,3.1,4.71,3.11,2.38,4.99,7.32
"O53_4774_O53_4774",22.25,19.55,25.3,50.08,53.5,76.12,34.74,29.63,30.18,32.09,40.9,48.09,50.62,32.3,51.95,10.95,12.53,15.28
"O53_2185_O53_2185",19.71,25.91,30.61,18.93,20.68,26.72,37.08,21,25.78,12.32,5.18,18.6,38.84,19.28,34.84,19.44,14.56,15.79
"O53_2433_O53_2433",6.27,3.28,0,5.15,1.9,7.13,9.79,5.25,3.36,0,6.28,9.78,1.76,0,1.19,0,3.82,6.74
"O53_245_O53_245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4950_O53_4950",417.44,237.06,159.08,778.7,470.82,417.43,226.95,130.67,95.53,215.54,165.7,153.49,159.07,196.8,154.7,239.06,125.34,106.54
"O53_2890_O53_2890",25.06,33.64,45.53,10.62,20,15.45,136.95,134.75,91.58,79.92,45.14,72.7,27.91,37.6,25.55,12.29,28.81,233.55
"O53_3153_O53_3153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_796_aerF",35.49,19.67,43.45,15.37,10.15,16.95,31.24,35.6,28.46,13.78,7.68,7.74,7.7,14.24,5.27,10.72,9.4,17.39
"O53_3622_O53_3622",2.66,3.28,3.51,16.15,5.4,5.11,6.62,5.65,3.97,3.79,2.52,3.47,2.49,2.23,4.48,4.62,4.98,4.68
"O53_923_O53_923",14.5,11.18,10.58,99.99,43.27,26.47,41.99,29.43,17.43,3.88,3.69,4.65,32.56,2.08,14.5,18.43,32.19,34.96
"O53_344_O53_344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2907_O53_2907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1254_murG",129.33,155.6,165.06,302.26,273.77,263.26,187.28,210.73,168.48,142.69,119.81,115.87,141.8,152.58,137.52,80.48,88.69,136.09
"O53_1343_spkF",31.23,20.27,32.36,37.11,23.92,45.75,65.23,86.09,77.37,60.65,48.36,119.6,134.08,85.39,134.34,72.93,88.68,110.08
"O53_3148_O53_3148",1.51,0.92,2.87,0.61,2.24,3.59,3.85,4.12,1.36,0,0,0.27,0.18,0.12,0.53,0.09,0.3,1.28
"O53_4951_O53_4951",0.84,1,0.73,2.64,3.25,4.84,0.84,0.49,1.12,0,0.39,0,0.8,0,0,0,0,0.22
"O53_1130_O53_1130",128.97,106.01,139.58,141.97,137.77,173.24,197.15,160.79,174.33,99.13,100.12,105.57,103.18,81.57,131.91,85.79,100.04,133.07
"O53_2432_c-des",125.26,109.78,152.25,214.47,194.45,264.63,206.31,224.87,163.22,156.5,149.48,118.32,82.95,97.85,100.38,73.43,108.61,283.04
"O53_1155_fabD",58.68,44.63,56.19,51.61,26.38,30.71,100.83,54.77,23.49,33.01,18.95,32.19,40.32,29.37,34.26,58.92,39.12,22.39
"O53_2435_mmpI",7.12,12.42,8.6,34.4,6.07,5.16,7.9,12.97,9.36,60.28,43.94,213.88,47.84,66.54,12.6,13.61,23.41,18.37
"O53_1684_O53_1684",1.66,3.19,8.24,8.65,8.19,21.92,30.95,38.74,10.92,21.1,8.74,20.97,41.16,11.39,36.04,3.49,8.85,41.7
"O53_2366_O53_2366",17.92,10.39,12.86,55.64,21.03,14.59,57.23,35.96,49.42,545.17,495.69,584.8,744.61,769.97,215.38,57.18,163.59,127.84
"O53_1049_O53_1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2236_O53_2236",274.28,149.8,190.07,65.68,88.19,61.52,91.08,86.53,76.47,101.22,88.52,126.38,170.17,126.49,153.98,120.89,74.62,68.24
"O53_2783_O53_2783",0,0.17,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"O53_2229_O53_2229",2.34,0.46,1.65,9.94,3.21,3.94,7.89,5.69,7.6,0,1.32,2.13,0.71,3.88,2.98,0.96,0.28,4.19
"O53_298_O53_298",79.15,50.24,59.8,184.65,113.39,99.35,35.55,51.21,63.78,35.24,25.46,45.42,58.19,46.12,52.04,54.78,54.16,53.37
"O53_385_aslB",67.54,35.89,49.62,31.29,26.43,24.09,36.34,34.67,37.77,29.69,20.73,23.65,31.26,27.78,23.07,14.21,15.08,18.61
"O53_1777_O53_1777",12.36,1.55,7.33,38.82,5.82,3.97,3.26,1.72,4.41,0.76,3.6,4.75,3.52,7.38,4.42,2.19,2.08,5
"O53_1089_O53_1089",490.35,416.22,657.34,523.94,356.63,507.9,671.78,817.27,433.3,361.02,546.46,514.08,636.48,551.78,508.43,434.06,464.41,518.09
"O53_4539_O53_4539",6.16,7.03,5.28,17.92,10.26,15.86,21.11,15.68,5.9,9.79,7.2,12.81,26.34,13.04,17.71,7.12,8.05,19.01
"O53_3092_O53_3092",67.59,57.19,61.73,81.71,72.56,68.22,55.98,75.96,53.57,34.16,35.66,43.7,43.09,46.65,49.73,40.49,41.49,51.9
"O53_1483_O53_1483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4767_O53_4767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3067_O53_3067",18.2,9.36,11.77,7.63,2.85,2.89,1.42,0,0,0,0,3.58,1.22,6.4,5.33,0,0,0
"O53_3924_O53_3924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3886_O53_3886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4865_dehH-1",34.03,40.79,25.99,34.58,47.74,54.91,19.73,22.2,27.06,23.7,20.13,20.59,20.63,19.98,16.79,19.62,10.87,17.2
"O53_424_O53_424",103.69,53.28,173.02,442.81,394.91,451.15,137.76,93.5,141.82,82.38,98.84,109.95,71.45,70.61,76.31,42.58,82.13,113.14
"O53_3255_O53_3255",6.87,6.38,14.92,19.2,24.87,18.61,23.3,23.78,15.51,9.66,16.24,10.54,4.19,5.52,5.25,0.2,3.45,14.24
"O53_3214_O53_3214",4.34,4.57,6.45,8.67,7.84,13.05,9.94,4.55,8.82,1.25,1.74,1.37,0.64,1.69,1.14,0,0.23,8.03
"O53_2234_O53_2234",11.23,10.18,10.56,19.9,11.06,11.2,16.58,16.02,10.86,14.18,11.37,17.93,15.26,18.03,20.01,11.57,13.27,12.33
"O53_2939_O53_2939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5246_O53_5246",48.66,51.51,108.63,170.98,297.81,300.48,153.43,215.31,405.58,78.68,89.08,75.23,44.67,80.44,72.76,20.42,54.82,266.18
"O53_369_O53_369",0,1.55,0,0.25,0,0,0.02,1.75,0,0,0,0.03,0,0,0,0,0,0
"O53_4297_O53_4297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1082_tatA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89
"O53_1947_O53_1947",1397.37,1626.44,1125.53,2813.17,1034.4,480.15,250.58,234.42,315.23,484.95,485.62,650.75,816.65,878.08,852.99,978.59,748.37,358.36
"O53_3565_O53_3565",60.7,37.78,62.37,191.75,73.46,37.99,40.78,37.84,57.42,27.66,27.92,44.88,28.11,24.63,24.23,9.18,6.87,36.35
"O53_2497_O53_2497",90.83,74.74,95.12,40.88,60.62,66.77,59.63,106.03,230.67,80.01,83.12,220.51,54.76,66.03,72.85,55.17,145.12,119.89
"O53_3371_yloB",82.73,92.35,96.65,69.88,60.64,61.54,172.54,132.83,111.53,105.71,66.84,86.54,93.04,58.21,71.41,84.67,76.69,93.06
"O53_138_insI-5",0,0,0,0,0,0,0,1.21,0,0,0,0,0.77,0,0,0,0,0
"O53_1715_O53_1715",1.18,0.83,0.41,0.07,0.84,0.77,2.18,0.72,0.08,4.25,0.71,0.74,2.98,2.05,2.03,0.22,0,0.53
"O53_2887_mrdA",75.65,57.49,61.04,81.76,71.51,92.37,73,105.95,110.87,92.17,78.29,106.8,117.78,88.69,109.13,93.21,95.82,111.88
"O53_3563_O53_3563",345.76,321.3,368.21,526.33,531.9,465.87,368.57,390.11,421.8,232.26,341.42,403.68,373.32,300.47,394.3,258.06,298.42,353.8
"O53_3708_O53_3708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3086_hsdS",2.52,3.4,5.87,7.1,7.56,11.32,14.64,18.76,25.48,2.7,3.51,2.61,0.58,3.36,4.73,0.59,1.56,10.4
"O53_1842_O53_1842",111.89,95.28,85.27,103.13,78.92,85.14,113.51,89.83,72.59,152.51,80.86,101.22,134.47,96.44,84.46,140.9,78.57,74.4
"O53_2130_thrS",4.45,4.95,13.06,2.45,1.87,3.94,2.87,1.76,1.41,8.43,3.5,5.01,5.44,7.32,1.31,1.03,1.95,7.39
"O53_2317_ubiD",91.83,92.35,79.64,265.14,189.85,174.57,94.27,82.63,76.23,71.22,64.01,63.46,75.77,76.07,70.75,81.94,78.62,66.64
"O53_5338_O53_5338",41.93,30.74,53.33,38.96,25.45,52.02,103.69,88.5,54.82,32.55,31.95,34.87,25.03,21.72,26.57,10.81,17.05,38.38
"O53_4537_O53_4537",105.86,30.19,72.74,39.57,46.71,54.3,42.52,47.9,26.07,17.75,13.65,12.27,27.19,12.66,27.62,15.24,7.28,23.79
"O53_2791_O53_2791",35.41,17.7,23.36,33.16,22.82,17.22,23.35,39.84,60.15,98.56,38.82,93.02,136.04,58.22,134.52,80.38,36.18,24.37
"O53_285_O53_285",28.93,47.03,42.29,98.49,112.1,82.33,76.7,78.43,59.57,53.12,20.52,20.13,4.77,11.6,9.56,0,8.12,28.39
"O53_2131_hlyB",231.62,269,356.68,313.09,219.84,309.77,249.18,340.37,445.72,210.81,195.17,228.26,224.13,277.79,225.31,190.99,291.29,389.43
"O53_2650_O53_2650",0,3.39,0,11.43,3.35,5.48,24.53,34.45,15.3,0,0,0,5.9,10.26,30.3,13.35,0,18.53
"O53_4670_O53_4670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2682_O53_2682",23.82,20.96,37.95,53.39,64.13,90.71,42.69,40.32,58.62,21.84,22.01,16.99,9.06,13.42,18.77,1.63,13.61,35.79
"O53_4294_O53_4294",197.33,133.82,148.03,242.43,180.33,157.97,231.34,76.21,177.57,185.81,147.08,278.86,304.26,188.29,228.2,124.38,81.12,126.16
"O53_757_O53_757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3591_O53_3591",98.88,54.6,81.22,409.09,202.4,358.89,64.31,58.39,95.01,36.69,51.28,65.04,71.95,77.29,88.7,43.62,54.75,90.08
"O53_4390_O53_4390",0,0,0,0,0,0,90.56,0,0,0,0,0,0,0,0,0,0,0
"O53_1037_O53_1037",385.53,425.11,577.11,694.06,643.79,428,610.84,600.66,1163.19,406.19,451.23,501.62,481,335.12,575.5,400.52,333.58,543.49
"O53_1477_aroQ",38.88,39.05,51.39,88.45,74.05,87.6,64.24,40.52,40.8,36.44,36.05,48.81,70.96,19.8,68.63,80.62,47.61,44.59
"O53_3741_O53_3741",2.5,0,1.34,2.05,0,0.77,4.46,1.26,0,0,0,0,1.68,0,8.22,0,0,0
"O53_1878_ndhG",2253.81,1910.22,2277.02,1506.98,1241.97,1323.25,1742.51,1261.89,1417.47,1886.57,1368.73,1329.28,1583.46,1033.69,1300.1,1637.45,1574.47,1556.02
"O53_925_O53_925",9.81,4.99,16.92,0,3.13,13.54,19.81,17.34,3.39,0,10.46,3.82,0,0,7.3,22.84,10.94,4.13
"O53_1957_O53_1957",20.88,20.84,19.13,39.22,17.61,14.38,23.39,25.22,10.41,6.87,6.31,7.8,9.73,11.12,14.32,9.71,12.94,11.43
"O53_3270_O53_3270",24.58,13.33,26.88,15.22,16.8,28.95,20.18,20.74,15.71,14.73,6.3,14.97,22.9,9.6,17.41,8.17,15.07,9.84
"O53_492_O53_492",0.7,3.64,3.08,1.51,0.54,1.82,0.64,0,0,0,0.34,1.4,2.91,0,6.61,3.4,1.04,0.67
"O53_2040_O53_2040",15.89,0,12.99,3.13,9.4,12.14,28.34,19.96,12.86,18.63,34.35,22.54,63.1,85.54,51.6,32.91,41.21,70.36
"O53_1115_O53_1115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4858_O53_4858",7.36,10.45,11.49,10.19,19.86,21.16,21.73,33.88,19.63,44.24,19.15,12.72,17.23,31.04,11.67,1.15,4.94,17.83
"O53_448_O53_448",0.49,0.44,1.69,3.76,0,0,0,1.17,0,0,1.6,0.47,4.7,2.64,0,0,0.48,0.47
"O53_1987_O53_1987",2.13,2.78,0.67,0,0,0,0.24,0,0,0,0,0,0,0,3.63,0.82,0,0
"O53_4954_O53_4954",184.2,151.21,111.53,84.25,87.85,69.21,161.1,108.64,103.9,131.83,128.86,100.04,146.6,100.31,114.74,128.26,97.82,97.55
"O53_1113_O53_1113",654.9,362,408.31,781.53,695.1,959.71,233.99,199.93,260.97,160.32,206.99,171.39,190.11,201.87,336.56,243.4,222.17,200.04
"O53_3187_O53_3187",39.85,32.4,32.61,99.72,23.48,21.33,22.56,27.02,20.7,29.85,40.27,29.71,25.26,46.05,43.8,36.75,19.47,32.71
"O53_810_O53_810",410.88,655.56,778.68,2622.24,2749.77,2896.32,709.99,913.65,1042.5,924.58,613.86,511.98,427.87,536.32,451.86,417.09,585.14,1119.52
"O53_511_O53_511",192.15,218.52,236.42,321.07,313,326.9,260.63,338.05,516.51,135.76,150.79,147.83,167.03,128.23,183.1,136.47,149.15,227.75
"O53_4823_znuB",31.02,21.34,24.52,52.78,21.69,24.48,27.37,21.88,13.85,20.74,72.5,29.33,27.85,24.88,23.38,25.4,14.8,22.54
"O53_1650_glnB/glnK",58.92,54.38,51.33,253.29,197.74,99.24,52.41,40.42,32.13,35.23,58.88,74.75,81.22,83.63,88.94,77.49,41.89,47.91
"O53_2540_O53_2540",21.52,53.42,126.4,14.66,16.01,4.67,6.64,15.22,10.32,138.19,18.9,9.51,38.78,82.71,2.5,4.88,12.67,29.7
"O53_1270_O53_1270",0.19,0,0.79,1.64,0.27,1.75,16.53,18.1,1.57,0.54,0.33,0.39,0.27,0.9,0.11,0.13,0,0.66
"O53_3765_O53_3765",120.22,71.36,110.08,124.47,84.5,113.99,51.61,80.86,142.7,47.37,46.43,102.69,56.54,62.93,103.91,56.54,68.11,77.53
"O53_2472_O53_2472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_175_O53_175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1805_O53_1805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5180_tmk",3.47,3.24,4.1,6.96,3,5.28,5.73,7.51,3.21,3.71,2.4,6.77,8.53,6.68,7.38,0,1.14,3.98
"O53_4791_O53_4791",13.64,44.25,77.9,81.54,64.97,123.71,107.33,146.27,128.44,44.75,45.59,46.55,11.81,31.65,26.27,17.08,48.44,93.12
"O53_5397_O53_5397",53.12,55.55,56.53,214.14,214.07,196.29,59.53,134.2,170.14,77.22,74.53,59.27,48.27,78.31,76.93,95.58,104.6,303.94
"O53_4750_O53_4750",0,0,0,0,0,0.65,2.56,1.08,0,0,0,0,0,0,0,0,0,0
"O53_292_O53_292",9.57,4.85,11.95,15.59,12.6,16.29,12.98,10.21,7.83,1.62,4.61,4.7,4.99,6.62,4.23,2.03,4.57,5.63
"O53_79_O53_79",7.87,16.67,26.75,22.61,8.69,6.25,85.09,46,24.47,9.97,9.62,13.1,15.72,9.41,13.9,5.82,17.87,54.97
"O53_1237_dacB",25.06,19.69,19.51,23.04,14.52,16.26,23.96,25.74,25.81,12.59,13.97,15.35,13.31,17.51,22.15,16.67,19.53,14.11
"O53_5203_O53_5203",7136.22,8248.77,16252.6,7433.55,11496.33,10516.73,7644.78,9516.7,11536.77,5106.21,3868.67,3259.35,2632.94,2703.8,2498.77,1640.02,3812.45,10052.32
"O53_211_O53_211",52.58,53.58,60.91,161.81,68.33,50.05,62.64,88.1,79.52,81.87,40.57,74.95,92.29,70,89.63,110.73,66.89,62.74
"O53_2989_O53_2989",0,0,0,0,0,0,0,5.98,0,0,0,0,10.44,0,0,0,7.46,0
"O53_1219_O53_1219",232.84,194.32,176.32,135.93,107.8,97.95,116.03,96.5,104.2,94.4,65.32,111.1,126.94,122.14,109.35,127.16,94.18,112.18
"O53_2169_O53_2169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1887_hli-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1855_O53_1855",277.03,109.8,174.53,488.43,347.6,593.81,147.66,135.41,113.07,78.84,106.23,118.66,213.67,139.37,171.55,108.3,116.89,146.57
"O53_3795_phaE",30.68,23.84,66.95,22.65,19.58,41.08,22.51,25.62,97.85,3.93,15.19,25.17,15.93,16.93,29.67,11.87,17.86,61.01
"O53_4580_O53_4580",8.48,1.66,3.22,2.29,16.13,16.68,12.8,26.52,6.1,14.76,17.84,21.13,19.79,13.13,14.26,27.4,35.25,20.77
"O53_1808_O53_1808",3.75,3.87,9.69,2.19,2.86,3.38,15.14,10.33,14.62,7.08,2.52,3.93,2.03,0.97,2.03,0.21,1.52,4.65
"O53_4958_O53_4958",0.08,0,0.2,0,0,0,0,0,0,0.22,0,2.07,2.27,0,0.55,0.49,2.24,1.05
"O53_4214_O53_4214",4.73,10.71,11.32,52.38,56.74,63.02,44.81,53.99,49.11,17.76,64.9,35.74,25.55,16.06,36.44,9.59,26.76,101.05
"O53_4030_O53_4030",40.83,39.4,0,0,0,20.04,29.63,49.79,61.55,0,0,34.1,0,30.12,0,0,0,0
"O53_2260_O53_2260",0,0,0,0,0,0,96.61,42.74,0,0,0,0,0,0,0,0,0,0
"O53_2546_O53_2546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2304_O53_2304",31.96,35.17,25.36,36.38,17.49,5.63,15.76,11.11,8.96,22.28,20.81,25.12,27.11,21.46,18.73,20.27,15.32,10.74
"O53_5373_O53_5373",230.31,180.23,149.2,601.9,758.94,1056.36,252.96,155.69,185.66,112.25,168.42,101.48,82.04,77.32,164.98,173.45,88.06,100.96
"O53_2603_O53_2603",139.56,589.27,203.42,0,80.64,0,593.11,197.37,404.47,121.54,467.67,83.97,2171.94,761.39,1386.06,1755.33,213.71,383.82
"O53_1617_O53_1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.96
"O53_2026_O53_2026",0.1,0,0,0,0,0.14,1.7,3.53,0.71,0,0.11,0,0,0,0.5,0,0,0.38
"O53_3819_O53_3819",10.87,12.58,9.32,9.46,12.71,9.54,45.09,34.01,6.57,5.11,18.98,15.97,24.62,8.69,4.91,16.33,12.62,13.54
"O53_2699_pstS",12.69,18.98,23.43,24.41,13.42,11.02,13.42,34.21,22.72,11.95,9.53,13.38,9.62,18.09,11.61,16.96,8.61,11.2
"O53_2961_O53_2961",52.02,40.13,46.72,45.41,71.22,62.51,44.06,40.57,32.31,33.96,35.07,39.86,34.42,36.6,36.37,15.91,38.48,40.11
"O53_88_insB-4",0.54,0.49,0.27,0.2,0.58,0.99,1.1,0.73,0.74,0.32,0.04,0,0.11,0.21,0,0.05,0.08,0.3
"O53_2676_O53_2676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4398_O53_4398",4.13,3.45,4.03,2.99,2.27,5.17,8.28,10.03,1.81,0,0,0.97,0.13,0.17,0.72,0,0,0.85
"O53_3311_O53_3311",1280.41,1648.72,1544.6,1875.36,1147.16,871.64,461.3,818.67,2063.96,1022.66,1181.79,1450.13,1567.71,1396.21,1544.5,1587.43,1591.5,1747.95
"O53_1104_O53_1104",3.4,4.69,7.07,23.02,25.92,42.97,29.21,37.05,27.58,10.32,8.57,5.3,8.08,6.66,5.15,1.57,4.15,18.89
"O53_4488_O53_4488",15.82,12.97,15.95,35.01,27.01,28.13,44.33,39.35,36.64,20.17,22.61,28.2,31.87,25.99,36.55,43.43,13.49,30.31
"O53_3410_O53_3410",106.35,125.81,139.01,153.36,110.92,92.12,105.43,134.03,145.49,157.96,141.2,176.65,196.67,197.41,229.07,159.26,150.21,187.47
"O53_4697_O53_4697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3983_O53_3983",61.07,56.09,71.18,48.43,48.41,37.81,45.78,45.99,45.91,44.95,35.04,45.15,69.31,43.52,43.56,22.44,17.4,26.22
"O53_4498_O53_4498",33.51,25.86,32.18,57.4,40.17,48.68,43.81,31.99,32.83,34.13,36.08,29.37,47.87,45.43,44.87,30.78,29.25,44.41
"O53_4528_O53_4528",6.53,3.73,11.31,40.04,21.4,22.65,11.66,11.64,35.44,1.94,6.36,6.76,7.15,6.38,7.52,6,7.85,25.49
"O53_1851_mhpC",250.94,143.8,128.09,303.99,280.17,359.8,110.39,64,109.96,249.36,334.14,269.62,351.28,364.51,447.34,307.42,199.87,149.81
"O53_4170_O53_4170",33.31,28.61,33.58,51.12,45.11,47.59,38.14,45.19,35.27,28.61,22.23,36.02,36.95,32.02,35.96,36.55,28.23,31.9
"O53_362_chr",2.59,1.72,3.21,2.1,1.03,0.98,3.04,2.23,3.44,0.82,1.74,2.47,1.65,3.63,4.04,2.02,0.94,3.1
"O53_5141_O53_5141",0.47,0.78,1.44,1.44,1.42,3.88,2.83,2.62,3.5,0.23,0.55,0.74,0,0.33,0.4,0,0.29,2.44
"O53_4329_ftsZ",352.5,324.69,372.35,303.37,270.84,303.96,327.07,498.6,630.82,445.52,399.36,436.5,421,402.06,343.76,318.17,375.04,449.89
"O53_2567_O53_2567",8.48,0,0,0,0,6.38,0,26.74,0,0,0,0,0,0,0,0,0,0
"O53_3448_O53_3448",150.52,0,208.5,243.13,466.07,207.13,97.5,49.34,187.71,0,78.92,134.46,151.02,76.6,0,0,0,85.11
"O53_2322_O53_2322",112.06,78.72,75.56,189.4,139.91,221.44,60.48,53.34,37.96,48.06,27,36.55,42.45,30.22,48.89,66.82,34.61,41.68
"O53_888_deaD",3012.85,1769.83,2003.48,3862.92,2192.51,4796.58,1366.42,1314.72,1693.44,1345.4,1209.55,1646.07,2478.69,1519.38,1805.62,1759.92,1950.28,2210
"O53_5382_rsu2",27.47,8.74,9.84,38.04,23.08,31.13,16.43,7.34,7.18,9.3,6.8,9.25,15.17,11.07,21.78,6.33,7.72,5.81
"O53_1560_O53_1560",8.84,0,41.51,28.75,0,27.99,31.64,23.94,0,60.11,0,7.57,22.16,24.25,0,0,0,4.81
"O53_43_hisC",146.58,108.06,150.43,155.31,130.54,144.58,178.48,228.59,108.58,159.21,115.88,135.93,180.8,179.81,109.23,129.28,124.77,176.77
"O53_787_O53_787",76.42,77.29,78.26,173.51,110.96,76.1,84.19,79.01,121.38,95.65,65.95,73.48,76.74,63.64,71.45,56.87,72.96,92.46
"O53_1636_O53_1636",0,0,0,0,0,0,28.67,12.86,0,0,0,0,0,0,0,0,0,0
"O53_1025_O53_1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_758_O53_758",125.14,84.65,104.03,126.18,85.63,104.2,118.41,135.05,107.51,174.68,159.94,234.28,264.33,192.81,227.88,191.03,187.46,146.24
"O53_2195_O53_2195",0.79,0.03,0,0,0,0,2.64,0.09,0,1.01,0.34,0.23,1.51,1.19,3.92,1.62,0.33,0.06
"O53_2574_argG",480.97,467,684.88,528.37,431.48,542.96,502.26,730.59,1027.17,376.5,578.52,572.48,479.61,383,708.86,471.68,496.9,871.84
"O53_4833_gloB",19.03,22.05,29.34,46.25,27.73,40.6,31.42,41.61,35.05,26.51,29.42,23.96,31.76,31.96,34.01,29.45,35.22,35.45
"O53_1078_O53_1078",253.35,219.45,393.45,234.41,560.16,1311.81,2720.2,3121.86,2891.5,1097.36,1014.26,687.08,582.91,445.67,609.5,90.35,228.46,3243.86
"O53_1121_O53_1121",1.77,0.1,2.51,1.31,1.92,3.29,2.93,1.65,1.37,0.56,0.92,0.12,0.86,1.14,1.31,0.76,0.43,1.25
"O53_3349_O53_3349",2.41,0.96,1.44,0.72,1.27,0.96,1.68,0.87,1.5,1.17,0.49,2.11,1.66,1.06,0.68,0.64,0,0.23
"O53_893_O53_893",188.46,190.86,154.41,503.65,125.54,148,137.8,131.09,119.61,210.3,205.72,290.41,354.43,212.27,303.42,280.03,186.29,176.37
"O53_4650_nblA",1391.59,376.02,599.68,10273.87,11044.36,10909.75,1340.56,622.26,2238.65,680.98,2127.06,2307.31,1081.83,1733.81,5535.01,773.57,1362.87,540.54
"O53_4117_O53_4117",36.38,76.7,149.36,106.92,107.02,165.58,254.55,383.49,213.19,66.98,59.02,45.67,11.91,36.47,26.6,2.54,60.27,234.94
"O53_2972_O53_2972",506.36,415.58,422.45,739.1,494.61,751.97,488.95,373.13,279.75,244.58,222.03,242.59,355.26,230.04,448.43,379.87,304.14,209.19
"O53_1838_rplE",2227.3,2191.12,2433.38,1850.66,433.1,611.7,1852.5,1904.22,192.23,2494.6,2418.07,2398.38,3468.11,3743.13,1002.69,3140.43,2335.76,1213.83
"O53_4363_pilC",79.28,75.31,86.46,140.24,62.14,45.71,85.1,73.68,97.46,175.74,119.29,135.78,174.66,85.04,263.29,146.55,122.05,80.39
"O53_1717_O53_1717",17.92,10.08,15.37,27.42,27.11,26.78,25.28,28.95,83.08,27.64,20.23,29.46,17.91,19.25,31.85,15.63,15.83,43.51
"O53_1515_O53_1515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3715_O53_3715",25.63,20.38,25.99,19.33,11.82,15.99,20.58,17.49,17.56,10.7,10.4,10.9,12.67,11.8,13.86,13.3,8.33,10.16
"O53_1827_O53_1827",597.36,668.05,627.7,2909.14,3105.52,3168.88,624.58,492.7,772.58,354.23,304.86,281.32,268.52,248.78,388.68,448.21,323.74,404.71
"O53_2079_O53_2079",0,0.83,0,0,0,0,1.64,0,0,0,0,0,2.05,0,0,0.41,0,0
"O53_5182_phoH",241.39,259.27,251.03,514.63,221.71,195.89,391.82,532.56,252.53,658.89,417.04,627.61,922.53,873.49,625.47,569.93,531.78,731.37
"O53_1992_O53_1992",1.99,1.8,2.42,1.16,0.69,1.35,5.24,6.02,7.7,1.82,1.59,1.31,2.81,2.16,2.61,1.66,1.33,2.74
"O53_30_O53_30",0,0,0,0,0,0,181.12,0,0,0,0,0,0,0,0,0,0,0
"O53_2894_O53_2894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2554_O53_2554",152.24,146.21,165.63,68.39,65.77,71.06,147.23,162.17,139.6,152.49,113.68,123.77,131.09,107.75,96.15,80.13,104.2,106.76
"O53_3638_cobA",164.3,137.78,153.78,226.77,164.12,155.14,131.7,170.57,225.8,278.08,266.98,340.73,328.99,318.8,346.2,263.63,233.13,213.54
"O53_155_O53_155",58.09,66,69.78,129.42,137.77,116.37,91.47,87.99,131.41,51.11,47.58,57.46,78.91,58.15,66.68,86.44,62.62,89.9
